day	train_id	time	block	seq_nr
1	2	2,634477413	AH	43
1	2	2,634477413	AF	44
1	2	2,634477413	AR	45
1	2	2,634477413	AH	46
1	2	2,634477413	AR	47
1	2	2,634477413	AH	48
1	2	2,634477413	AH	49
1	2	2,634477413	AW	50
1	2	2,634477413	AX	51
1	2	2,634477413	AV	52
1	2	2,634477413	BG	53
1	2	2,634477413	AJ	54
1	2	2,634477413	AJ	55
1	2	2,634477413	AH	56
1	2	2,634477413	AV	57
1	2	2,634477413	AR	58
1	2	2,634477413	AW	59
1	2	2,634477413	AK	60
1	2	2,634477413	AH	61
1	2	2,634477413	AD	62
1	2	2,634477413	AH	63
1	2	2,634477413	AV	64
1	2	2,634477413	AH	65
1	2	2,634477413	AN	66
1	2	2,634477413	AR	67
1	2	2,634477413	AD	68
1	2	2,634477413	AY	69
1	2	2,634477413	AH	70
1	2	2,634477413	BG	71
1	2	2,634477413	AF	72
1	2	2,634477413	AH	73
1	2	2,634477413	AP	74
1	2	2,634477413	AV	75
1	2	2,634477413	AJ	76
1	2	2,634477413	AK	77
1	2	2,634477413	AJ	78
1	2	2,634477413	AJ	79
1	2	2,634477413	AP	80
1	2	2,634477413	AH	81
1	2	2,634477413	AP	82
1	2	2,634477413	AP	83
1	2	2,634477413	AH	84
1	2	2,634477413	AN	85
1	2	2,634477413	AK	86
1	2	2,634477413	AH	87
1	2	2,634477413	AK	88
1	2	2,634477413	AX	89
1	2	2,634477413	AW	90
1	2	2,634477413	AP	91
1	2	2,634477413	AH	92
1	2	2,634477413	AD	93
1	2	2,634477413	AW	94
1	2	2,634477413	AV	95
1	2	2,634477413	AF	96
1	2	2,634477413	AD	97
1	2	2,634477413	AX	98
1	2	2,634477413	AK	99
1	2	2,634477413	AV	100
1	2	2,634477413	AW	101
1	2	2,634477413	AK	102
1	2	2,634477413	AX	103
1	2	2,634477413	AV	104
1	2	2,634477413	AX	105
1	2	2,634477413	AV	106
1	2	2,634477413	AF	107
1	2	2,634477413	AJ	108
1	2	2,634477413	AX	109
1	2	2,634477413	AH	110
1	2	2,634477413	AK	111
1	2	2,634477413	AP	112
1	2	2,634477413	AK	113
1	2	2,634477413	AP	114
1	2	2,634477413	AD	115
1	2	2,634477413	AH	116
1	2	2,634477413	AR	117
1	2	2,634477413	AY	118
1	2	2,634477413	AH	119
1	2	2,634477413	AW	120
1	2	2,634477413	AX	121
1	2	2,634477413	AW	122
1	2	2,634477413	AX	123
1	2	2,634477413	AK	124
1	2	2,634477413	AR	125
1	2	2,634477413	AV	126
1	2	2,634477413	AN	127
1	2	2,634477413	AX	128
1	2	2,634477413	AJ	129
1	2	2,634477413	AD	130
1	3	3,745982803	AD	1
1	3	3,745982803	AP	2
1	3	3,745982803	AJ	3
1	3	3,745982803	AY	4
1	3	3,745982803	AN	5
1	3	3,745982803	AY	6
1	3	3,745982803	AW	7
1	3	3,745982803	AK	8
1	3	3,745982803	AP	9
1	3	3,745982803	AY	10
1	3	3,745982803	AW	11
1	3	3,745982803	BG	12
1	3	3,745982803	AN	13
1	3	3,745982803	AW	14
1	3	3,745982803	AK	15
1	3	3,745982803	AW	16
1	3	3,745982803	AH	17
1	3	3,745982803	AW	18
1	3	3,745982803	AF	19
1	3	3,745982803	AP	20
1	3	3,745982803	AR	21
1	3	3,745982803	AY	22
1	3	3,745982803	AH	23
1	3	3,745982803	AH	24
1	3	3,745982803	AD	25
1	3	3,745982803	AN	26
1	3	3,745982803	AN	27
1	3	3,745982803	AY	28
1	3	3,745982803	AW	29
1	3	3,745982803	AJ	30
1	3	3,745982803	AR	31
1	3	3,745982803	AJ	32
1	3	3,745982803	AJ	33
1	3	3,745982803	AH	34
1	3	3,745982803	AH	35
1	3	3,745982803	AD	36
1	3	3,745982803	AY	37
1	3	3,745982803	AK	38
1	3	3,745982803	AW	39
1	3	3,745982803	AR	40
1	3	3,745982803	AW	41
1	3	3,745982803	AR	42
1	3	3,745982803	AN	43
1	3	3,745982803	AD	44
1	3	3,745982803	BG	45
1	3	3,745982803	AW	46
1	3	3,745982803	AY	47
1	3	3,745982803	AK	48
1	3	3,745982803	AW	49
1	3	3,745982803	BG	50
1	3	3,745982803	AK	51
1	3	3,745982803	AK	52
1	3	3,745982803	AJ	53
1	3	3,745982803	AX	54
1	3	3,745982803	AH	55
1	3	3,745982803	AY	56
1	3	3,745982803	AH	57
1	3	3,745982803	AV	58
1	3	3,745982803	AY	59
1	3	3,745982803	AX	60
1	3	3,745982803	AP	61
1	3	3,745982803	AW	62
1	3	3,745982803	AF	63
1	3	3,745982803	AF	64
1	3	3,745982803	AH	65
1	3	3,745982803	AX	66
1	3	3,745982803	AN	67
1	3	3,745982803	AY	68
1	3	3,745982803	AV	69
1	3	3,745982803	AR	70
1	3	3,745982803	AH	71
1	3	3,745982803	AY	72
1	3	3,745982803	AV	73
1	3	3,745982803	AH	74
1	3	3,745982803	AX	75
1	3	3,745982803	BG	76
1	3	3,745982803	AH	77
1	3	3,745982803	AW	78
1	3	3,745982803	AW	79
1	3	3,745982803	AD	80
1	3	3,745982803	AN	81
1	3	3,745982803	AK	82
1	3	3,745982803	AK	83
1	3	3,745982803	AJ	84
1	3	3,745982803	AK	85
1	3	3,745982803	AR	86
1	3	3,745982803	AJ	87
1	3	3,745982803	AJ	88
1	3	3,745982803	AW	89
1	3	3,745982803	AV	90
1	4	3,926919609	AD	1
1	4	3,926919609	AR	2
1	4	3,926919609	AX	3
1	4	3,926919609	AF	4
1	4	3,926919609	BG	5
1	4	3,926919609	AP	6
1	4	3,926919609	AK	7
1	4	3,926919609	BG	8
1	4	3,926919609	AK	9
1	4	3,926919609	AX	10
1	4	3,926919609	AJ	11
1	4	3,926919609	AH	12
1	4	3,926919609	AJ	13
1	4	3,926919609	AW	14
1	4	3,926919609	AW	15
1	4	3,926919609	AF	16
1	4	3,926919609	AX	17
1	4	3,926919609	AW	18
1	4	3,926919609	AF	19
1	4	3,926919609	AY	20
1	4	3,926919609	AD	21
1	4	3,926919609	AV	22
1	4	3,926919609	AW	23
1	4	3,926919609	AH	24
1	4	3,926919609	AH	25
1	4	3,926919609	AP	26
1	4	3,926919609	AW	27
1	4	3,926919609	AY	28
1	4	3,926919609	AN	29
1	4	3,926919609	AW	30
1	4	3,926919609	AP	31
1	4	3,926919609	AV	32
1	4	3,926919609	AJ	33
1	4	3,926919609	AV	34
1	4	3,926919609	AP	35
1	4	3,926919609	AY	36
1	4	3,926919609	AH	37
1	4	3,926919609	AY	38
1	4	3,926919609	AD	39
1	4	3,926919609	AV	40
1	4	3,926919609	AH	41
1	4	3,926919609	AK	42
1	4	3,926919609	AV	43
1	4	3,926919609	AR	44
1	4	3,926919609	AN	45
1	4	3,926919609	AF	46
1	4	3,926919609	BG	47
1	4	3,926919609	AF	48
1	4	3,926919609	AD	49
1	4	3,926919609	AW	50
1	4	3,926919609	AX	51
1	4	3,926919609	AY	52
1	4	3,926919609	AX	53
1	4	3,926919609	AW	54
1	4	3,926919609	AR	55
1	4	3,926919609	AY	56
1	4	3,926919609	AJ	57
1	4	3,926919609	AH	58
1	4	3,926919609	AK	59
1	4	3,926919609	AW	60
1	4	3,926919609	AR	61
1	4	3,926919609	AK	62
1	4	3,926919609	AN	63
1	4	3,926919609	AW	64
1	4	3,926919609	AK	65
1	4	3,926919609	AF	66
1	4	3,926919609	BG	67
1	4	3,926919609	AJ	68
1	4	3,926919609	AD	69
1	4	3,926919609	AF	70
1	4	3,926919609	AF	71
1	4	3,926919609	AY	72
1	4	3,926919609	AH	73
1	4	3,926919609	AY	74
1	4	3,926919609	BG	75
1	4	3,926919609	AK	76
1	4	3,926919609	AK	77
1	4	3,926919609	AF	78
1	4	3,926919609	AR	79
1	4	3,926919609	AY	80
1	4	3,926919609	AR	81
1	4	3,926919609	AX	82
1	4	3,926919609	AK	83
1	4	3,926919609	AY	84
1	4	3,926919609	AH	85
1	4	3,926919609	AX	86
1	4	3,926919609	AH	87
1	4	3,926919609	AW	88
1	4	3,926919609	AF	89
1	4	3,926919609	AR	90
1	4	3,926919609	AJ	91
1	4	3,926919609	AV	92
1	4	3,926919609	AW	93
1	4	3,926919609	AW	94
1	4	3,926919609	BG	95
1	4	3,926919609	AW	96
1	4	3,926919609	AJ	97
1	4	3,926919609	AK	98
1	4	3,926919609	AX	99
1	4	3,926919609	AV	100
1	5	4,520769114	AV	1
1	5	4,520769114	AF	2
1	5	4,520769114	AR	3
1	5	4,520769114	AJ	4
1	5	4,520769114	AJ	5
1	5	4,520769114	AH	6
1	5	4,520769114	AH	7
1	5	4,520769114	AV	8
1	5	4,520769114	AV	9
1	5	4,520769114	AV	10
1	5	4,520769114	AX	11
1	5	4,520769114	AP	12
1	5	4,520769114	AV	13
1	5	4,520769114	AH	14
1	5	4,520769114	AP	15
1	5	4,520769114	AK	16
1	5	4,520769114	AP	17
1	5	4,520769114	AH	18
1	5	4,520769114	AJ	19
1	5	4,520769114	AP	20
1	5	4,520769114	AW	21
1	5	4,520769114	BG	22
1	5	4,520769114	AD	23
1	5	4,520769114	BG	24
1	5	4,520769114	AJ	25
1	5	4,520769114	AH	26
1	5	4,520769114	AR	27
1	5	4,520769114	BG	28
1	5	4,520769114	AK	29
1	5	4,520769114	AJ	30
1	5	4,520769114	AV	31
1	5	4,520769114	AP	32
1	5	4,520769114	AR	33
1	5	4,520769114	AJ	34
1	5	4,520769114	AH	35
1	5	4,520769114	AV	36
1	5	4,520769114	AF	37
1	5	4,520769114	AP	38
1	5	4,520769114	AN	39
1	5	4,520769114	AN	40
1	5	4,520769114	AH	41
1	5	4,520769114	AR	42
1	5	4,520769114	AP	43
1	5	4,520769114	AW	44
1	5	4,520769114	AD	45
1	5	4,520769114	AP	46
1	5	4,520769114	AF	47
1	5	4,520769114	AN	48
1	5	4,520769114	AK	49
1	5	4,520769114	AP	50
1	5	4,520769114	AW	51
1	5	4,520769114	BG	52
1	5	4,520769114	AJ	53
1	5	4,520769114	AV	54
1	5	4,520769114	AN	55
1	5	4,520769114	AV	56
1	5	4,520769114	AX	57
1	5	4,520769114	AX	58
1	5	4,520769114	AH	59
1	5	4,520769114	AP	60
1	5	4,520769114	AR	61
1	5	4,520769114	AN	62
1	5	4,520769114	AK	63
1	5	4,520769114	AK	64
1	5	4,520769114	AH	65
1	5	4,520769114	AH	66
1	5	4,520769114	AH	67
1	5	4,520769114	AY	68
1	5	4,520769114	AP	69
1	5	4,520769114	AH	70
1	5	4,520769114	AW	71
1	5	4,520769114	AH	72
1	5	4,520769114	AH	73
1	5	4,520769114	AJ	74
1	5	4,520769114	AK	75
1	5	4,520769114	AF	76
1	5	4,520769114	AJ	77
1	5	4,520769114	AF	78
1	5	4,520769114	AP	79
1	5	4,520769114	AK	80
1	5	4,520769114	AF	81
1	5	4,520769114	AV	82
1	5	4,520769114	AN	83
1	5	4,520769114	AR	84
1	5	4,520769114	AY	85
1	5	4,520769114	AR	86
1	5	4,520769114	AR	87
1	5	4,520769114	AY	88
1	5	4,520769114	AD	89
1	5	4,520769114	AW	90
1	5	4,520769114	AH	91
1	5	4,520769114	AW	92
1	5	4,520769114	AV	93
1	5	4,520769114	AV	94
1	5	4,520769114	AX	95
1	5	4,520769114	AH	96
1	5	4,520769114	AN	97
1	5	4,520769114	AR	98
1	5	4,520769114	AV	99
1	5	4,520769114	AK	100
1	6	4,580032239	AW	1
1	6	4,580032239	AY	2
1	6	4,580032239	AH	3
1	6	4,580032239	AP	4
1	6	4,580032239	AF	5
1	6	4,580032239	AP	6
1	6	4,580032239	AR	7
1	6	4,580032239	AW	8
1	6	4,580032239	AJ	9
1	6	4,580032239	AY	10
1	6	4,580032239	AK	11
1	6	4,580032239	AW	12
1	6	4,580032239	AD	13
1	6	4,580032239	AW	14
1	6	4,580032239	AH	15
1	6	4,580032239	AW	16
1	6	4,580032239	AY	17
1	6	4,580032239	AH	18
1	6	4,580032239	AW	19
1	6	4,580032239	AF	20
1	6	4,580032239	AH	21
1	6	4,580032239	AF	22
1	6	4,580032239	AK	23
1	6	4,580032239	AW	24
1	6	4,580032239	AV	25
1	6	4,580032239	AV	26
1	6	4,580032239	AH	27
1	6	4,580032239	AP	28
1	6	4,580032239	AW	29
1	6	4,580032239	AW	30
1	6	4,580032239	AR	31
1	6	4,580032239	AW	32
1	6	4,580032239	AH	33
1	6	4,580032239	AH	34
1	6	4,580032239	AH	35
1	6	4,580032239	AF	36
1	6	4,580032239	AN	37
1	6	4,580032239	AY	38
1	6	4,580032239	AV	39
1	6	4,580032239	AH	40
1	6	4,580032239	BG	41
1	6	4,580032239	AK	42
1	6	4,580032239	AD	43
1	6	4,580032239	AK	44
1	6	4,580032239	AD	45
1	6	4,580032239	AX	46
1	6	4,580032239	AN	47
1	6	4,580032239	AY	48
1	6	4,580032239	AP	49
1	6	4,580032239	AJ	50
1	6	4,580032239	AD	51
1	6	4,580032239	AY	52
1	6	4,580032239	AP	53
1	6	4,580032239	AH	54
1	6	4,580032239	AH	55
1	6	4,580032239	AX	56
1	6	4,580032239	AD	57
1	6	4,580032239	AF	58
1	6	4,580032239	BG	59
1	6	4,580032239	AP	60
1	6	4,580032239	AJ	61
1	6	4,580032239	AF	62
1	6	4,580032239	AP	63
1	6	4,580032239	AN	64
1	6	4,580032239	AR	65
1	6	4,580032239	AR	66
1	6	4,580032239	AK	67
1	6	4,580032239	AK	68
1	6	4,580032239	AW	69
1	6	4,580032239	AD	70
1	6	4,580032239	AW	71
1	6	4,580032239	AP	72
1	6	4,580032239	AW	73
1	6	4,580032239	AN	74
1	6	4,580032239	BG	75
1	6	4,580032239	AK	76
1	6	4,580032239	AR	77
1	6	4,580032239	AR	78
1	6	4,580032239	AX	79
1	6	4,580032239	AV	80
1	6	4,580032239	AN	81
1	6	4,580032239	AW	82
1	6	4,580032239	AW	83
1	6	4,580032239	AW	84
1	6	4,580032239	AN	85
1	6	4,580032239	AY	86
1	6	4,580032239	AX	87
1	6	4,580032239	AP	88
1	6	4,580032239	AX	89
1	6	4,580032239	AW	90
1	6	4,580032239	AX	91
1	6	4,580032239	AW	92
1	6	4,580032239	AF	93
1	6	4,580032239	AX	94
1	6	4,580032239	BG	95
1	6	4,580032239	AD	96
1	6	4,580032239	AV	97
1	6	4,580032239	AR	98
1	6	4,580032239	AW	99
1	6	4,580032239	AP	100
1	6	4,580032239	AX	101
1	6	4,580032239	AR	102
1	6	4,580032239	AW	103
1	6	4,580032239	AP	104
1	6	4,580032239	AH	105
1	6	4,580032239	AR	106
1	6	4,580032239	AJ	107
1	6	4,580032239	BG	108
1	6	4,580032239	AF	109
1	6	4,580032239	AR	110
1	6	4,580032239	AJ	111
1	6	4,580032239	AW	112
1	6	4,580032239	AN	113
1	6	4,580032239	BG	114
1	6	4,580032239	AR	115
1	6	4,580032239	AJ	116
1	6	4,580032239	AW	117
1	6	4,580032239	AH	118
1	6	4,580032239	AF	119
1	6	4,580032239	AP	120
1	6	4,580032239	AH	121
1	6	4,580032239	AN	122
1	6	4,580032239	AF	123
1	6	4,580032239	BG	124
1	6	4,580032239	BG	125
1	6	4,580032239	AH	126
1	6	4,580032239	AD	127
1	6	4,580032239	AR	128
1	6	4,580032239	AH	129
1	6	4,580032239	AW	130
1	7	5,167316364	AD	1
1	7	5,167316364	AH	2
1	7	5,167316364	AW	3
1	7	5,167316364	AF	4
1	7	5,167316364	AD	5
1	7	5,167316364	AN	6
1	7	5,167316364	AH	7
1	7	5,167316364	AV	8
1	7	5,167316364	AR	9
1	7	5,167316364	AR	10
1	7	5,167316364	AN	11
1	7	5,167316364	AH	12
1	7	5,167316364	AW	13
1	7	5,167316364	AJ	14
1	7	5,167316364	AK	15
1	7	5,167316364	AJ	16
1	7	5,167316364	AK	17
1	7	5,167316364	AV	18
1	7	5,167316364	BG	19
1	7	5,167316364	AP	20
1	7	5,167316364	AY	21
1	7	5,167316364	AW	22
1	7	5,167316364	AW	23
1	7	5,167316364	AH	24
1	7	5,167316364	AP	25
1	7	5,167316364	AN	26
1	7	5,167316364	AK	27
1	7	5,167316364	AH	28
1	7	5,167316364	AF	29
1	7	5,167316364	AJ	30
1	8	5,595064208	AH	1
1	8	5,595064208	AK	2
1	8	5,595064208	AV	3
1	8	5,595064208	AR	4
1	8	5,595064208	AH	5
1	8	5,595064208	AN	6
1	8	5,595064208	AH	7
1	8	5,595064208	AW	8
1	8	5,595064208	AK	9
1	8	5,595064208	AR	10
1	8	5,595064208	AN	11
1	8	5,595064208	AV	12
1	8	5,595064208	AR	13
1	8	5,595064208	AH	14
1	8	5,595064208	AX	15
1	8	5,595064208	AJ	16
1	8	5,595064208	AX	17
1	8	5,595064208	AW	18
1	8	5,595064208	AW	19
1	8	5,595064208	AH	20
1	8	5,595064208	AY	21
1	8	5,595064208	AN	22
1	8	5,595064208	AW	23
1	8	5,595064208	AH	24
1	8	5,595064208	AY	25
1	8	5,595064208	AX	26
1	8	5,595064208	AN	27
1	8	5,595064208	AY	28
1	8	5,595064208	AW	29
1	8	5,595064208	AN	30
1	9	8,290013941	AF	1
1	9	8,290013941	AV	2
1	9	8,290013941	AK	3
1	9	8,290013941	AK	4
1	9	8,290013941	AH	5
1	9	8,290013941	AF	6
1	9	8,290013941	AY	7
1	9	8,290013941	AJ	8
1	9	8,290013941	AH	9
1	9	8,290013941	AF	10
1	9	8,290013941	AH	11
1	9	8,290013941	AN	12
1	9	8,290013941	AF	13
1	9	8,290013941	AR	14
1	9	8,290013941	AH	15
1	9	8,290013941	AW	16
1	9	8,290013941	AN	17
1	9	8,290013941	AV	18
1	9	8,290013941	AV	19
1	9	8,290013941	AP	20
1	9	8,290013941	AY	21
1	9	8,290013941	BG	22
1	9	8,290013941	AW	23
1	9	8,290013941	AW	24
1	9	8,290013941	AD	25
1	9	8,290013941	AP	26
1	9	8,290013941	AV	27
1	9	8,290013941	AH	28
1	9	8,290013941	AP	29
1	9	8,290013941	AX	30
1	9	8,290013941	AJ	31
1	9	8,290013941	AR	32
1	9	8,290013941	AP	33
1	9	8,290013941	AK	34
1	9	8,290013941	AF	35
1	9	8,290013941	AJ	36
1	9	8,290013941	AD	37
1	9	8,290013941	AP	38
1	9	8,290013941	AW	39
1	9	8,290013941	BG	40
1	9	8,290013941	AW	41
1	9	8,290013941	BG	42
1	9	8,290013941	AF	43
1	9	8,290013941	AP	44
1	9	8,290013941	AY	45
1	9	8,290013941	AY	46
1	9	8,290013941	BG	47
1	9	8,290013941	AW	48
1	9	8,290013941	AF	49
1	9	8,290013941	AH	50
1	10	9,992741416	AP	1
1	10	9,992741416	AH	2
1	10	9,992741416	AD	3
1	10	9,992741416	AD	4
1	10	9,992741416	AV	5
1	10	9,992741416	AW	6
1	10	9,992741416	AP	7
1	10	9,992741416	AN	8
1	10	9,992741416	AP	9
1	10	9,992741416	AF	10
1	10	9,992741416	BG	11
1	10	9,992741416	AW	12
1	10	9,992741416	AW	13
1	10	9,992741416	AX	14
1	10	9,992741416	AV	15
1	10	9,992741416	AW	16
1	10	9,992741416	AV	17
1	10	9,992741416	AP	18
1	10	9,992741416	AN	19
1	10	9,992741416	AN	20
1	10	9,992741416	AY	21
1	10	9,992741416	AP	22
1	10	9,992741416	AR	23
1	10	9,992741416	AK	24
1	10	9,992741416	AF	25
1	10	9,992741416	AH	26
1	10	9,992741416	BG	27
1	10	9,992741416	AF	28
1	10	9,992741416	AW	29
1	10	9,992741416	AD	30
1	10	9,992741416	AY	31
1	10	9,992741416	AP	32
1	10	9,992741416	AH	33
1	10	9,992741416	AD	34
1	10	9,992741416	AJ	35
1	10	9,992741416	AK	36
1	10	9,992741416	AV	37
1	10	9,992741416	AR	38
1	10	9,992741416	AF	39
1	10	9,992741416	AP	40
1	10	9,992741416	AP	41
1	10	9,992741416	AD	42
1	10	9,992741416	AF	43
1	10	9,992741416	AH	44
1	10	9,992741416	AF	45
1	10	9,992741416	AH	46
1	10	9,992741416	AW	47
1	10	9,992741416	AH	48
1	10	9,992741416	AH	49
1	10	9,992741416	AK	50
1	10	9,992741416	AJ	51
1	10	9,992741416	AN	52
1	10	9,992741416	AP	53
1	10	9,992741416	AF	54
1	10	9,992741416	AR	55
1	10	9,992741416	AH	56
1	10	9,992741416	AW	57
1	10	9,992741416	AW	58
1	10	9,992741416	AK	59
1	10	9,992741416	AY	60
1	11	14,38032404	AX	1
1	11	14,38032404	BG	2
1	11	14,38032404	AX	3
1	11	14,38032404	AV	4
1	11	14,38032404	BG	5
1	11	14,38032404	AV	6
1	11	14,38032404	AV	7
1	11	14,38032404	AW	8
1	11	14,38032404	AH	9
1	11	14,38032404	AP	10
1	11	14,38032404	AW	11
1	11	14,38032404	AY	12
1	11	14,38032404	AX	13
1	11	14,38032404	AX	14
1	11	14,38032404	AK	15
1	11	14,38032404	AR	16
1	11	14,38032404	AW	17
1	11	14,38032404	AX	18
1	11	14,38032404	AW	19
1	11	14,38032404	AX	20
1	11	14,38032404	AN	21
1	11	14,38032404	AX	22
1	11	14,38032404	AF	23
1	11	14,38032404	AY	24
1	11	14,38032404	AR	25
1	11	14,38032404	AJ	26
1	11	14,38032404	AP	27
1	11	14,38032404	BG	28
1	11	14,38032404	AW	29
1	11	14,38032404	AW	30
1	11	14,38032404	AJ	31
1	11	14,38032404	AJ	32
1	11	14,38032404	AF	33
1	11	14,38032404	AY	34
1	11	14,38032404	AW	35
1	11	14,38032404	AD	36
1	11	14,38032404	AX	37
1	11	14,38032404	AW	38
1	11	14,38032404	AR	39
1	11	14,38032404	AJ	40
1	11	14,38032404	AP	41
1	11	14,38032404	AN	42
1	11	14,38032404	AX	43
1	11	14,38032404	AY	44
1	11	14,38032404	AR	45
1	11	14,38032404	AF	46
1	11	14,38032404	AN	47
1	11	14,38032404	AX	48
1	11	14,38032404	AP	49
1	11	14,38032404	AX	50
1	11	14,38032404	BG	51
1	11	14,38032404	AR	52
1	11	14,38032404	AY	53
1	11	14,38032404	AD	54
1	11	14,38032404	AH	55
1	11	14,38032404	AW	56
1	11	14,38032404	AH	57
1	11	14,38032404	BG	58
1	11	14,38032404	AY	59
1	11	14,38032404	AD	60
1	12	15,45328348	AP	1
1	12	15,45328348	AH	2
1	12	15,45328348	AN	3
1	12	15,45328348	AH	4
1	12	15,45328348	AP	5
1	12	15,45328348	AK	6
1	12	15,45328348	AJ	7
1	12	15,45328348	AW	8
1	12	15,45328348	AH	9
1	12	15,45328348	BG	10
1	12	15,45328348	AW	11
1	12	15,45328348	AF	12
1	12	15,45328348	AP	13
1	12	15,45328348	AW	14
1	12	15,45328348	AH	15
1	12	15,45328348	AJ	16
1	12	15,45328348	AX	17
1	12	15,45328348	AW	18
1	12	15,45328348	AV	19
1	12	15,45328348	AX	20
1	12	15,45328348	BG	21
1	12	15,45328348	AF	22
1	12	15,45328348	AX	23
1	12	15,45328348	AK	24
1	12	15,45328348	AH	25
1	12	15,45328348	AP	26
1	12	15,45328348	AH	27
1	12	15,45328348	AH	28
1	12	15,45328348	AK	29
1	12	15,45328348	AV	30
1	12	15,45328348	AK	31
1	12	15,45328348	AW	32
1	12	15,45328348	AD	33
1	12	15,45328348	AJ	34
1	12	15,45328348	AW	35
1	12	15,45328348	AP	36
1	12	15,45328348	AX	37
1	12	15,45328348	AH	38
1	12	15,45328348	AY	39
1	12	15,45328348	AY	40
1	12	15,45328348	AF	41
1	12	15,45328348	AJ	42
1	12	15,45328348	AK	43
1	12	15,45328348	AY	44
1	12	15,45328348	AH	45
1	12	15,45328348	AK	46
1	12	15,45328348	AF	47
1	12	15,45328348	AX	48
1	12	15,45328348	AX	49
1	12	15,45328348	AX	50
1	12	15,45328348	AK	51
1	12	15,45328348	AR	52
1	12	15,45328348	AP	53
1	12	15,45328348	AX	54
1	12	15,45328348	AF	55
1	12	15,45328348	AY	56
1	12	15,45328348	BG	57
1	12	15,45328348	AR	58
1	12	15,45328348	AP	59
1	12	15,45328348	AX	60
1	12	15,45328348	AH	61
1	12	15,45328348	AP	62
1	12	15,45328348	AN	63
1	12	15,45328348	AY	64
1	12	15,45328348	AR	65
1	12	15,45328348	AW	66
1	12	15,45328348	AY	67
